clip_filename,source,duration_sec,post_rms_dbfs,silence_pct,hiss_ratio_8k_16k_to_80_4k,presence_ratio_2k_5k,spectral_flatness,harmonicity_ac_peak,clarity_score,rank
jarvis_1_015_0147000_0153000.wav,JARVIS_1,5.926916666666667,-25.365149312474582,0.0,0.045838670832208175,0.16084739565849304,0.022202559517969928,0.5368614936641523,110.39015227824532,1
jarvis_1_006_0048000_0054000.wav,JARVIS_1,6.0454375,-23.17648926894421,8.75,0.0899959921290956,0.16497451066970825,0.03550908771304237,0.5173644955451786,109.70775734408124,2
jarvis_1_034_0351000_0357000.wav,JARVIS_1,6.0771875,-25.02475177516655,2.479338842975207,0.0039822749220531336,0.20572036504745483,0.01015573398471114,0.5147092142257921,109.61482249790272,3
jarvis_1_016_0156000_0162000.wav,JARVIS_1,6.041541666666666,-25.139769438380995,4.583333333333333,0.06749067181037939,0.1572655588388443,0.029020493060497796,0.5027304377137554,109.19556531998144,4
jarvis_1_043_0450000_0456000.wav,JARVIS_1,6.118375,-23.325150371585348,8.641975308641975,0.09304032354863342,0.16582073271274567,0.032330889484781584,0.5020556200219375,109.17194670076782,5
jarvis_1_012_0114000_0120000.wav,JARVIS_1,6.008604166666666,-23.185793805239044,3.765690376569038,0.08028594612667186,0.19063548743724823,0.034614195122366215,0.4861329213930077,108.61465224875526,6
jarvis_1_005_0039000_0045000.wav,JARVIS_1,5.9013333333333335,-23.137031893184673,3.829787234042553,0.08624321795580742,0.18186821043491364,0.0389282719400628,0.4745567587109343,108.2094865548827,7
jarvis_1_042_0441000_0447000.wav,JARVIS_1,5.7938125,-22.998485038524397,11.73913043478261,0.020013664827580734,0.16977599263191223,0.01962579089333779,0.4660112924335167,107.91039523517308,8
jarvis_1_013_0129000_0135000.wav,JARVIS_1,5.76,-23.139585034815834,4.8034934497816595,0.057505776439913864,0.18239054083824158,0.026677219597474797,0.46228008841159773,107.77980309440592,9
jarvis_1_044_0462000_0468000.wav,JARVIS_1,6.014125,-23.39856457627682,4.602510460251046,0.10187651380807577,0.15872372686862946,0.03300328750027644,0.46149141167505686,107.75219940862699,10
jarvis_1_025_0255000_0261000.wav,JARVIS_1,5.950208333333333,-23.132396836136092,4.641350210970464,0.02710219134767245,0.2761506140232086,0.019229870627541674,0.4562242164073931,107.56784757425876,11
jarvis_1_014_0138000_0144000.wav,JARVIS_1,5.76,-25.409977891923674,0.0,0.05997936559168097,0.17086441814899445,0.02697373619501005,0.4517350829408793,107.41072790293077,12
jarvis_1_017_0168000_0174000.wav,JARVIS_1,6.103958333333333,-23.96975694817625,5.349794238683128,0.05953965682124959,0.15462255477905273,0.027334760721501948,0.4458123451024395,107.20343207858538,13
jarvis_1_002_0012000_0018000.wav,JARVIS_1,6.0,-24.534350132608154,6.2761506276150625,0.14728283269818115,0.19727635383605957,0.05074500133809432,0.4394202889522998,106.9797101133305,14
jarvis_1_003_0021000_0027000.wav,JARVIS_1,5.773979166666667,-23.293251934990835,3.056768558951965,0.10344715265912616,0.1966237872838974,0.03796296319937035,0.43341852733975,106.76964845689125,15
jarvis_1_033_0342000_0348000.wav,JARVIS_1,6.0,-24.84731792705082,1.2552301255230125,0.034658409219713825,0.26230987906455994,0.02042483346623574,0.43224035961963025,106.72841258668706,16
jarvis_1_038_0396000_0402000.wav,JARVIS_1,6.193333333333333,-23.29470484043471,5.284552845528456,0.03159018804268367,0.2292151004076004,0.018306601644951317,0.429964202786004,106.64874709751014,17
jarvis_1_001_0000000_0006000.wav,JARVIS_1,5.933291666666666,-23.240909294383982,8.050847457627118,0.08929253846427206,0.20533518493175507,0.03634863715657995,0.4230810019955852,106.40783506984548,18
jarvis_1_040_0420000_0426000.wav,JARVIS_1,5.9848333333333334,-25.032206787772537,3.7815126050420167,0.1144988888662846,0.15296167135238647,0.03409518089116144,0.4199955392320142,106.2998438731205,19
jarvis_1_028_0288000_0294000.wav,JARVIS_1,5.767791666666667,-25.449214200136847,1.3100436681222707,0.014952092777495556,0.19779305160045624,0.017644857112230117,0.41029394334298425,105.96028801700444,20
jarvis_1_010_0090000_0096000.wav,JARVIS_1,5.869729166666667,-23.104782491604965,7.725321888412018,0.05682254437978562,0.25217390060424805,0.022428095114918868,0.4042345298607618,105.74820854512666,21
jarvis_ii_001_0006000_0012000.wav,JARVIS_II,5.9563125,-23.265850646348927,2.109704641350211,0.10433580387361735,0.1927741914987564,0.03660548863073816,0.40016588656852164,105.60580602989826,22
jarvis_1_024_0243000_0249000.wav,JARVIS_1,5.768375,-23.156857798130986,6.550218340611353,0.03885961959836933,0.21918895840644836,0.026158566605789593,0.39758911590036305,105.5156190565127,23
jarvis_1_021_0207000_0213000.wav,JARVIS_1,5.974083333333334,-22.54168838289145,4.641350210970464,0.08880172727740816,0.23018497228622437,0.029921339891262055,0.38974678304508065,105.24113740657782,24
jarvis_1_018_0177000_0183000.wav,JARVIS_1,6.011770833333333,-22.762922965012397,5.02092050209205,0.06237967746357692,0.18991591036319733,0.03428923335592954,0.3859436483628163,105.10802769269857,25
jarvis_1_026_0264000_0270000.wav,JARVIS_1,6.0,-23.453873380955347,1.6736401673640167,0.017073607492520897,0.2233976572751999,0.01618949854129522,0.3845701287038614,105.05995450463514,26
jarvis_1_032_0330000_0336000.wav,JARVIS_1,5.76,-23.107344037117006,11.790393013100436,0.03655697153705679,0.23672166466712952,0.020119858519886565,0.38001656618326,104.90057981641411,27
jarvis_1_039_0408000_0414000.wav,JARVIS_1,6.165541666666667,-24.073830021429767,8.16326530612245,0.14933214596372824,0.1924264132976532,0.028717087745742068,0.3739962484048373,104.6898686941693,28
jarvis_1_020_0198000_0204000.wav,JARVIS_1,6.114458333333333,-23.869129451454654,5.349794238683128,0.0678851120938509,0.1967974603176117,0.027979023391484826,0.3698274657327747,104.54396130064711,29
jarvis_1_023_0231000_0237000.wav,JARVIS_1,6.1715625,-23.647531638855376,3.6734693877551026,0.09100484009069992,0.19860711693763733,0.026548414775814256,0.3502049246600155,103.85717236310055,30
jarvis_1_029_0297000_0303000.wav,JARVIS_1,6.1031875,-25.708000057740822,2.4691358024691357,0.01815613969719287,0.2494879961013794,0.016567382501337102,0.3631829895822125,103.68740446215497,31
jarvis_1_030_0306000_0312000.wav,JARVIS_1,6.24,-25.00085004786369,3.225806451612903,0.02780392672458108,0.23633410036563873,0.017656706792396844,0.3448719728128346,103.67051904844921,32
jarvis_1_035_0363000_0369000.wav,JARVIS_1,6.0,-23.6612659183495,3.3472803347280333,0.04801249653916303,0.1891869604587555,0.022232351115657446,0.3401830108159878,103.50640537855958,33
jarvis_1_008_0066000_0072000.wav,JARVIS_1,6.039083333333333,-23.603325908671113,3.75,0.12120572708574932,0.19059088826179504,0.030444587744138784,0.3390780975063239,103.46773341272133,34
jarvis_1_007_0057000_0063000.wav,JARVIS_1,5.980041666666667,-22.58498170879279,2.941176470588235,0.09900741175627864,0.19233036041259766,0.036747497712298724,0.3333530186615054,103.26735565315269,35
jarvis_1_037_0384000_0390000.wav,JARVIS_1,5.76,-23.51300424530161,5.676855895196507,0.06999442918225614,0.23209480941295624,0.026336848738144975,0.3327006434704554,103.24452252146594,36
jarvis_1_011_0105000_0111000.wav,JARVIS_1,5.959791666666667,-23.48706445988381,4.641350210970464,0.06212320404074997,0.2090647667646408,0.03361218648559021,0.3209991438403633,102.83497003441272,37
jarvis_1_027_0276000_0282000.wav,JARVIS_1,5.787,-24.906705947940438,3.0434782608695654,0.029940585870640555,0.2759097218513489,0.018785885477942944,0.2960630242382343,101.9622058483382,38
jarvis_1_009_0081000_0087000.wav,JARVIS_1,6.0,-23.796589858090247,2.928870292887029,0.09462703529422087,0.20594845712184906,0.027179084498908237,0.292383599227392,101.83342597295872,39
jarvis_1_041_0432000_0438000.wav,JARVIS_1,6.1999375,-25.78753372485824,14.634146341463413,0.03545189363392512,0.18586066365242004,0.025413141597546766,0.4473689648114604,101.65384917919225,40
jarvis_1_031_0318000_0324000.wav,JARVIS_1,6.0,-22.02158889024364,1.6736401673640167,0.09727803454601065,0.21286602318286896,0.028560573595284064,0.2808364181504881,101.42927463526708,41
jarvis_1_022_0219000_0225000.wav,JARVIS_1,5.8736875,-24.0421656587176,1.7167381974248928,0.10690428108196856,0.17208318412303925,0.0264110317105326,0.26393967978793614,100.83788879257777,42
jarvis_1_019_0189000_0195000.wav,JARVIS_1,6.058833333333333,-27.636210776492284,6.639004149377594,0.10576302963532647,0.15793418884277344,0.03046998733497073,0.4318041600443959,100.304513272077,43
jarvis_1_036_0375000_0381000.wav,JARVIS_1,6.167854166666666,-22.338661629813075,2.857142857142857,0.09959327779128525,0.21950452029705048,0.03085644818400312,0.24555607512747318,100.19446262946157,44
jarvis_1_004_0030000_0036000.wav,JARVIS_1,5.943770833333334,-24.078270733636636,1.694915254237288,0.2073208438775007,0.21122589707374573,0.053541475101993925,0.2425948809171258,100.0908208320994,45
